employee_id,date_of_birth,hire_date,employment_status,department,role,city,state,region,base_salary_usd,product_line,quota_usd,sales_ytd_usd
5222639,4/4/1987,10/25/2019,Active,HR,Sales Operations Analyst,Seattle,WA,West,109020,Support Plans,544263,723304
5222652,1/19/1996,7/24/2023,Active,HR,Sales Operations Analyst,Seattle,WA,South,69855,Professional Services,513639,817710
5224324,3/5/1976,12/7/2025,Active,Sales,Senior Account Executive,Seattle,WA,Northeast,157243,Subscriptions,1035232,1107081
5226323,7/13/1990,11/11/2016,Active,Sales,Financial Analyst,Dallas,TX,Northeast,94012,SaaS,1107631,635196
5234859,2/21/1985,10/12/2024,Terminated,Sales,HR Generalist,Houston,TX,South,92416,Professional Services,684417,152992
5237372,11/25/1974,4/9/2024,OnLeave,Sales Ops,Operations Coordinator,San Diego,CA,Midwest,70440,Support Plans,970945,1299058
5237742,5/13/1988,11/19/2021,Active,Finance,Financial Analyst,Dallas,TX,Midwest,49660,Professional Services,650550,829998
5254339,12/30/1995,6/6/2018,Active,Operations,Marketing Specialist,New York,NY,Midwest,47101,Support Plans,683664,859431
5263179,7/30/1997,10/29/2023,Active,HR,IT Support Specialist,Miami,FL,South,89227,Subscriptions,203324,159903
5263739,11/10/1986,3/18/2020,Active,Operations,Operations Coordinator,Houston,TX,West,68814,Support Plans,1031606,341818
5271089,2/6/2006,12/17/2023,Active,Finance,Senior Account Executive,Boston,MA,South,142347,SaaS,1167274,1074189
5286057,1/26/1980,11/5/2018,Active,Customer Success,Customer Success Manager,Houston,TX,West,95586,Subscriptions,634954,834343
5293606,11/8/1998,11/30/2023,Terminated,HR,Senior Account Executive,Houston,TX,Northeast,152560,Hardware,795556,435568
5300545,2/25/1973,9/11/2021,Active,Marketing,HR Generalist,San Antonio,TX,Northeast,78499,Professional Services,614841,732750
5305801,3/1/1988,2/13/2021,Active,Marketing,IT Support Specialist,Philadelphia,PA,South,85605,Subscriptions,1112076,510490
5313455,4/19/1967,6/25/2024,Terminated,Operations,IT Support Specialist,Philadelphia,PA,West,69679,SaaS,1020058,1602502
5325363,8/2/1983,7/9/2025,Active,HR,Customer Success Manager,Miami,FL,Northeast,85984,SaaS,441160,393316
5327672,5/11/1989,8/1/2018,Active,Sales,Sales Manager,Chicago,IL,South,136661,Subscriptions,237937,293174
5351548,10/12/1986,5/30/2020,Active,Customer Success,Senior Account Executive,Chicago,IL,West,160276,Hardware,287146,354901
5360802,11/24/1995,6/28/2024,Active,IT,Financial Analyst,San Antonio,TX,Northeast,49379,Hardware,1044047,1594883
5360986,11/29/1994,6/7/2024,Active,Finance,Sales Representative,Philadelphia,PA,Midwest,118516,Support Plans,920176,202378
5361168,3/29/1977,3/24/2018,Active,Marketing,IT Support Specialist,San Diego,CA,Midwest,47979,SaaS,497178,328677
5371988,1/24/1988,6/12/2020,Active,Customer Success,Operations Coordinator,Los Angeles,CA,Northeast,79147,Support Plans,850518,245681
5377956,3/15/1966,10/8/2017,Active,Operations,Sales Manager,Houston,TX,South,164547,Professional Services,201202,133059
5378141,6/11/1997,6/29/2021,Terminated,Finance,Senior Account Executive,Denver,CO,West,130197,Subscriptions,470141,641880
5407933,2/27/1993,11/1/2020,Terminated,IT,Marketing Specialist,New York,NY,South,73927,Subscriptions,769802,679775
5421039,12/31/1975,4/25/2017,Active,Customer Success,Senior Account Executive,San Jose,CA,Midwest,159116,Support Plans,630736,612290
5441387,2/3/1969,10/5/2020,Active,Operations,Operations Coordinator,New York,NY,South,88762,Professional Services,342927,227316
5445835,8/14/1990,7/22/2023,Active,Customer Success,Marketing Specialist,New York,NY,Northeast,62499,SaaS,230917,206384
5464669,1/23/1997,4/11/2021,Active,HR,Senior Account Executive,Los Angeles,CA,South,139577,Subscriptions,441198,545824
5464755,5/7/1976,4/20/2025,Active,Operations,IT Support Specialist,Atlanta,GA,Northeast,57609,Hardware,469182,325622
5474006,1/26/1993,1/14/2022,OnLeave,Finance,Financial Analyst,Atlanta,GA,West,69520,Hardware,1112204,720035
5480263,5/1/1978,9/28/2021,Terminated,Sales,Marketing Specialist,San Antonio,TX,West,64077,Professional Services,547475,632599
5499481,3/26/1984,4/19/2024,OnLeave,HR,Sales Manager,Boston,MA,West,86693,Professional Services,1160569,1332680
5499488,11/8/1963,7/15/2020,Active,HR,HR Generalist,Boston,MA,Midwest,54961,Support Plans,1136328,243035
5503333,6/5/1997,11/22/2018,Active,Marketing,Sales Operations Analyst,Phoenix,AZ,West,76144,SaaS,876430,793042
5503824,2/21/2000,2/14/2018,Active,IT,Sales Manager,San Diego,CA,Northeast,135988,Professional Services,866435,1047981
5510029,6/22/1988,1/27/2019,OnLeave,Operations,Operations Coordinator,Dallas,TX,Midwest,72192,Support Plans,404257,497676
5513420,8/15/1971,7/18/2019,Active,Sales Ops,Account Executive,Chicago,IL,South,71154,Professional Services,937965,1148005
5519273,7/23/1980,11/23/2023,Active,HR,Financial Analyst,Philadelphia,PA,South,70850,Subscriptions,457097,512415
5540006,9/6/2007,2/10/2025,Active,Marketing,Marketing Specialist,San Diego,CA,Midwest,77881,SaaS,471673,270267
5576795,8/24/1996,2/19/2017,Active,Sales Ops,Operations Coordinator,San Jose,CA,Midwest,57623,SaaS,305305,196912
5585911,5/30/2001,5/2/2018,Active,HR,Financial Analyst,Boston,MA,Northeast,91302,Professional Services,356139,432383
5589647,9/16/1962,11/19/2024,Active,IT,Account Executive,Denver,CO,Northeast,69272,Professional Services,166744,192696
5594430,6/20/1994,11/28/2025,Active,Sales Ops,IT Support Specialist,Chicago,IL,West,45759,Hardware,1180364,1622264
5637435,9/4/2002,12/28/2018,Active,Customer Success,IT Support Specialist,Miami,FL,West,68224,Support Plans,1112626,1281321
5639285,6/18/1987,3/18/2025,Terminated,Operations,Customer Success Manager,San Diego,CA,West,111558,Hardware,941762,523132
5644439,9/7/1992,7/26/2020,Active,Finance,Sales Manager,Atlanta,GA,Northeast,131402,Hardware,532064,569768
5644584,8/25/1991,10/8/2016,Active,Sales,IT Support Specialist,New York,NY,Midwest,62438,Subscriptions,386608,206090
5674437,5/22/1989,5/18/2024,Active,IT,Financial Analyst,Atlanta,GA,Northeast,87954,Hardware,807969,1100492
5682311,6/16/2000,12/18/2016,OnLeave,Sales,Sales Representative,San Diego,CA,Northeast,114788,Professional Services,869501,1205066
5689836,5/20/1968,6/18/2017,Active,Sales,IT Support Specialist,Miami,FL,Northeast,47868,Support Plans,963971,563287
5699987,11/21/1993,4/9/2020,Active,HR,Sales Operations Analyst,Chicago,IL,South,101260,Support Plans,876889,536586
5703793,4/16/1986,3/14/2016,Active,Sales,Account Executive,Houston,TX,South,123463,SaaS,619778,643865
5714644,9/14/2000,5/2/2023,Active,Operations,Customer Success Manager,Atlanta,GA,Northeast,115647,Professional Services,219007,162949
5722280,10/29/1975,12/27/2018,Active,IT,Sales Representative,Dallas,TX,Midwest,90908,Hardware,921290,1053885
5753345,6/30/1992,11/8/2023,OnLeave,Operations,Account Executive,Boston,MA,Northeast,91353,Hardware,971160,195108
5755383,11/10/2003,4/24/2022,Active,Sales Ops,Account Executive,Houston,TX,Northeast,95562,Support Plans,852192,668194
5767189,2/20/1984,2/22/2022,Active,Finance,IT Support Specialist,Los Angeles,CA,Midwest,82123,SaaS,869329,456268
5771400,5/26/2005,3/27/2016,Terminated,Customer Success,HR Generalist,Philadelphia,PA,Northeast,87183,Support Plans,1083967,312409
5773663,8/26/1974,9/11/2021,OnLeave,HR,Sales Manager,Phoenix,AZ,Midwest,137219,SaaS,1116745,607773
5797351,3/28/1986,6/28/2020,Active,Sales,Sales Representative,Philadelphia,PA,Midwest,65453,Professional Services,1142874,577386
5812927,11/28/2004,1/16/2018,Active,Customer Success,Financial Analyst,San Jose,CA,West,58155,Subscriptions,322209,190551
5831162,1/12/1977,9/14/2019,Active,Sales,Sales Manager,San Diego,CA,South,136303,Professional Services,988454,357085
5847271,9/4/1971,9/12/2021,Active,Sales Ops,Account Executive,Phoenix,AZ,West,71679,Support Plans,684458,514979
5855855,4/7/1967,11/6/2020,Active,Sales,Senior Account Executive,Denver,CO,South,98905,Hardware,1046224,971818
5865151,4/20/1963,4/20/2023,Active,HR,Sales Manager,Phoenix,AZ,West,151457,SaaS,1033043,997576
5894318,7/25/1961,10/29/2023,Active,HR,Financial Analyst,San Diego,CA,West,67434,SaaS,1020897,1210105
5904158,6/12/2001,3/1/2019,Active,IT,Marketing Specialist,Atlanta,GA,South,54529,Support Plans,443489,431348
5905902,9/12/1981,1/17/2016,Terminated,Sales,Sales Representative,Philadelphia,PA,Northeast,92760,Professional Services,907745,1061000
5907308,11/19/1970,4/24/2021,Active,Marketing,Operations Coordinator,Chicago,IL,West,87007,Hardware,257201,69737
5911013,6/2/2003,3/30/2018,Active,IT,HR Generalist,San Antonio,TX,Northeast,87201,Subscriptions,715100,213725
5912124,8/30/1985,3/16/2016,Terminated,Sales,Marketing Specialist,San Antonio,TX,Midwest,94761,Professional Services,280558,144806
5925817,2/2/1998,7/21/2023,Terminated,Marketing,HR Generalist,Philadelphia,PA,Midwest,89972,Hardware,264038,111169
5928444,12/30/1996,12/1/2022,Active,Operations,Customer Success Manager,Philadelphia,PA,South,158924,SaaS,737269,1064630
5934646,2/14/1985,2/9/2016,Active,Sales,Financial Analyst,San Antonio,TX,West,87507,Professional Services,163326,41910
5935680,2/5/1983,9/27/2024,Active,Sales,Senior Account Executive,Los Angeles,CA,South,112738,Support Plans,756398,763987
5964028,11/1/1991,8/28/2021,Active,Customer Success,Marketing Specialist,San Diego,CA,Northeast,50093,Hardware,158660,212714
5966937,2/14/1969,1/22/2022,OnLeave,IT,Sales Representative,Phoenix,AZ,West,88213,Hardware,884377,1089024
5968550,9/1/1965,8/21/2021,Active,Finance,Operations Coordinator,Chicago,IL,South,70178,Professional Services,279131,205159
5969883,1/18/1981,5/6/2022,Active,Customer Success,Account Executive,Boston,MA,Northeast,114747,Support Plans,170060,198555
5987969,2/29/1992,8/18/2022,Terminated,Sales Ops,Operations Coordinator,Atlanta,GA,West,49733,SaaS,708821,241759
5995078,7/31/1973,7/7/2019,Active,Sales Ops,Sales Manager,Boston,MA,Northeast,140025,Subscriptions,458507,355503
5995767,1/19/1992,5/20/2018,OnLeave,Customer Success,Operations Coordinator,Los Angeles,CA,Northeast,48455,Subscriptions,730113,811123
6008539,6/1/1970,2/10/2016,Active,Sales Ops,Senior Account Executive,Dallas,TX,West,141048,Subscriptions,590114,850331
6018776,3/31/1990,6/28/2018,OnLeave,Marketing,IT Support Specialist,Seattle,WA,Midwest,83087,SaaS,372650,372707
6025223,6/26/1977,9/25/2018,Active,Sales,Senior Account Executive,New York,NY,Midwest,99069,Professional Services,337262,289217
6026554,1/6/1998,4/26/2018,Active,IT,HR Generalist,San Antonio,TX,Midwest,50036,Support Plans,176786,276211
6031547,7/24/1981,6/22/2016,Terminated,Marketing,Account Executive,Los Angeles,CA,West,112338,Professional Services,158272,183213
6035296,5/22/2004,5/17/2023,OnLeave,Sales,Senior Account Executive,Houston,TX,South,89696,Subscriptions,367049,387231
6035666,10/4/1988,1/23/2022,Terminated,Sales,Account Executive,Philadelphia,PA,South,80869,Subscriptions,777034,534834
6039446,4/23/1961,9/22/2025,Terminated,HR,Senior Account Executive,Houston,TX,South,149725,SaaS,412523,653510
6049264,6/29/2003,2/25/2016,Active,Sales,Sales Manager,San Diego,CA,West,126291,SaaS,173128,55989
6051150,3/23/1984,5/27/2025,Active,Customer Success,Operations Coordinator,San Antonio,TX,Midwest,79612,SaaS,1064078,1384996
6057265,2/5/1991,1/18/2021,Terminated,Operations,Sales Operations Analyst,Phoenix,AZ,Midwest,101056,Hardware,676732,808116
6066640,1/3/1981,11/3/2017,Active,HR,Marketing Specialist,New York,NY,Midwest,63673,Hardware,284991,270847
6077360,1/29/1995,12/23/2019,Active,Customer Success,Account Executive,Atlanta,GA,South,97783,Support Plans,1177729,1291372
6086583,2/5/1982,4/27/2021,Active,Sales Ops,Customer Success Manager,Philadelphia,PA,Midwest,118000,Hardware,565126,451263
6104365,10/28/1988,10/7/2022,Terminated,Sales,Account Executive,Atlanta,GA,South,117856,SaaS,633482,544626
6106937,12/1/1978,8/7/2024,Terminated,Marketing,Account Executive,Miami,FL,West,80299,SaaS,206287,138645
6111837,4/19/1987,11/14/2022,OnLeave,Marketing,Sales Manager,San Diego,CA,Midwest,92128,SaaS,1192676,582441
6116727,7/12/1963,11/23/2018,Terminated,Sales,Sales Operations Analyst,Dallas,TX,West,70944,Professional Services,571203,205158
6121222,7/31/1961,10/25/2020,Active,IT,Senior Account Executive,Los Angeles,CA,West,104432,SaaS,816212,220253
6126345,12/5/1999,8/26/2025,OnLeave,Sales Ops,Sales Representative,San Diego,CA,Midwest,77907,SaaS,539362,421821
6147440,6/9/1974,10/30/2016,Active,Customer Success,Sales Operations Analyst,Denver,CO,South,99540,Subscriptions,1154107,255120
6150285,5/14/1977,2/6/2021,Active,HR,Marketing Specialist,Boston,MA,Northeast,76420,Subscriptions,704213,1046259
6150940,9/5/2006,1/12/2023,OnLeave,HR,HR Generalist,San Antonio,TX,South,58430,Hardware,985176,552581
6160033,9/2/1983,4/30/2022,Active,Sales Ops,Account Executive,San Antonio,TX,West,88138,Subscriptions,515257,571258
6160173,5/18/1995,4/5/2024,Active,Sales,IT Support Specialist,Seattle,WA,Northeast,89650,Professional Services,1177609,985767
6163660,2/18/1992,1/18/2016,Active,IT,HR Generalist,Phoenix,AZ,Northeast,68374,Professional Services,1113591,1584533
6172954,1/15/1968,2/22/2024,Active,Sales Ops,Financial Analyst,Boston,MA,West,55854,Hardware,631710,488885
6184882,11/12/1967,1/18/2024,Active,Sales Ops,Operations Coordinator,Los Angeles,CA,Northeast,62411,SaaS,1002138,1305273
6198766,5/17/1999,7/3/2020,Active,Customer Success,Sales Operations Analyst,Chicago,IL,Midwest,85328,Support Plans,934067,1379924
6211212,3/7/1989,9/26/2024,Active,IT,Senior Account Executive,New York,NY,South,136484,Subscriptions,869584,1240422
6215636,10/8/1991,5/30/2019,OnLeave,Finance,Marketing Specialist,San Antonio,TX,West,50608,Professional Services,1188205,1844361
6223096,10/14/1984,10/11/2024,Terminated,Operations,Sales Manager,Dallas,TX,West,150109,Professional Services,182895,110190
6223251,12/9/1994,7/5/2025,Active,Operations,Account Executive,Philadelphia,PA,West,94110,SaaS,456675,566477
6226471,10/14/2000,3/9/2025,Active,Sales Ops,Senior Account Executive,Phoenix,AZ,Northeast,128660,SaaS,535317,432467
6247998,5/24/1988,8/24/2021,Active,Marketing,Sales Representative,Seattle,WA,Midwest,113569,SaaS,578236,576430
6257985,8/31/1997,6/9/2021,OnLeave,Finance,Senior Account Executive,Philadelphia,PA,Northeast,121676,Professional Services,627212,526930
6258300,12/19/1972,3/10/2025,Terminated,Sales Ops,Financial Analyst,Miami,FL,Northeast,94504,Support Plans,1007294,1011908
6264129,10/3/1995,10/22/2020,OnLeave,Marketing,Marketing Specialist,Phoenix,AZ,West,80062,Support Plans,630360,613337
6271574,9/5/1971,7/13/2018,Active,Marketing,Customer Success Manager,Atlanta,GA,Midwest,158069,Subscriptions,545901,497308
6272376,8/22/1992,7/28/2017,OnLeave,Finance,Operations Coordinator,Dallas,TX,West,48909,Hardware,1024745,1144615
6285483,4/12/2004,9/30/2024,Active,Customer Success,Financial Analyst,Dallas,TX,South,58629,Hardware,1068679,1274721
6286020,5/9/2008,4/15/2020,Active,Finance,IT Support Specialist,Denver,CO,Northeast,85179,Support Plans,1058605,1392925
6290634,10/6/1986,4/27/2017,Active,IT,Operations Coordinator,Phoenix,AZ,Midwest,54483,Support Plans,258841,67346
6294756,11/20/2006,1/23/2021,Active,Finance,Senior Account Executive,Boston,MA,West,165726,SaaS,1181528,1504474
6299594,9/30/1981,3/14/2020,Active,HR,Sales Representative,Los Angeles,CA,Midwest,72240,Subscriptions,175494,116716
6306724,1/15/1989,9/2/2023,Active,Operations,Senior Account Executive,Philadelphia,PA,West,133134,SaaS,294939,252100
6309084,7/5/1966,1/24/2022,Active,Sales,IT Support Specialist,Houston,TX,West,66451,SaaS,825111,1010573
6316336,2/3/1985,7/6/2017,Active,Customer Success,HR Generalist,Phoenix,AZ,Northeast,58769,Subscriptions,1134523,1549054
6316955,2/23/1988,6/14/2018,Active,HR,Account Executive,Miami,FL,Northeast,68293,Subscriptions,220038,196257
6323869,5/9/1970,3/17/2018,Active,Operations,Sales Representative,Philadelphia,PA,South,101812,Subscriptions,838542,198770
6334051,9/8/1962,10/30/2019,Active,HR,Senior Account Executive,Boston,MA,Midwest,140392,SaaS,652655,682270
6337835,6/27/1986,3/30/2023,Active,Customer Success,Account Executive,Atlanta,GA,Midwest,80250,Support Plans,676428,246203
6339072,8/24/1965,5/26/2025,Active,Operations,Marketing Specialist,Houston,TX,West,62513,Subscriptions,704225,893928
6396211,9/10/1999,8/1/2022,Terminated,Operations,Operations Coordinator,New York,NY,Midwest,83432,SaaS,1164345,575735
6410971,12/13/1986,11/29/2016,OnLeave,Finance,HR Generalist,Denver,CO,Midwest,70939,Hardware,383439,366704
6417990,5/10/1967,4/23/2024,Active,Customer Success,Financial Analyst,San Antonio,TX,Midwest,76204,Support Plans,999811,519944
6418712,9/12/1990,11/25/2016,Active,Sales,HR Generalist,Chicago,IL,West,68433,Subscriptions,1199736,1839236
6424536,2/15/1986,12/13/2018,Active,IT,Financial Analyst,Denver,CO,South,72194,Subscriptions,474529,152457
6428613,10/4/1966,12/7/2016,Active,Operations,Sales Representative,Atlanta,GA,South,98295,SaaS,1032449,1379985
6437800,3/9/1971,1/21/2025,Terminated,Marketing,HR Generalist,Boston,MA,Northeast,55929,Subscriptions,663948,527171
6443552,2/28/1995,4/17/2019,Active,Finance,Customer Success Manager,Seattle,WA,Midwest,117617,SaaS,1079351,1391495
6445512,8/2/2004,7/17/2021,Active,HR,Sales Representative,Miami,FL,West,101611,Hardware,238767,88246
6460693,1/12/1994,6/21/2020,Active,Customer Success,HR Generalist,Phoenix,AZ,Midwest,80298,Hardware,498106,689973
6479288,1/16/1978,3/21/2024,OnLeave,Marketing,Senior Account Executive,San Diego,CA,West,115951,Professional Services,594073,631432
6483300,8/15/1974,1/2/2023,Active,HR,Sales Representative,Miami,FL,South,76217,Support Plans,349552,476576
6500014,8/26/1973,12/20/2017,Terminated,HR,Financial Analyst,New York,NY,West,49461,Hardware,517017,734337
6525626,7/10/1973,10/31/2018,Active,IT,Account Executive,Dallas,TX,West,102326,Support Plans,1133179,614117
6534839,9/18/1987,4/6/2022,OnLeave,Finance,Customer Success Manager,Philadelphia,PA,West,133058,Support Plans,165510,245437
6537294,7/6/1966,1/27/2017,OnLeave,Sales Ops,Sales Manager,San Jose,CA,West,154866,Support Plans,1100015,926958
6539007,1/30/1995,2/18/2025,OnLeave,IT,HR Generalist,Phoenix,AZ,Northeast,91824,Support Plans,990519,1529419
6546847,4/25/2005,12/9/2023,Active,Customer Success,Sales Manager,Houston,TX,West,109782,SaaS,346884,72553
6549934,10/25/1978,4/13/2024,OnLeave,HR,Operations Coordinator,San Diego,CA,Midwest,89503,Support Plans,227182,157313
6550426,2/9/1980,1/4/2016,Active,Sales,Senior Account Executive,Atlanta,GA,West,161508,Subscriptions,844293,568687
6577868,4/17/1970,11/20/2024,Active,Finance,Sales Operations Analyst,Dallas,TX,Northeast,101755,Subscriptions,439540,110604
6584225,1/18/1979,1/17/2018,Active,Operations,Financial Analyst,Chicago,IL,Northeast,85357,SaaS,504343,495139
6586067,1/26/1990,6/19/2021,Active,Finance,Marketing Specialist,San Jose,CA,Northeast,58695,Subscriptions,430368,670862
6587449,7/25/1972,12/22/2017,Active,Sales Ops,Operations Coordinator,Boston,MA,Northeast,49542,Subscriptions,1101975,391118
6602908,9/14/1977,4/19/2023,Active,Customer Success,Sales Operations Analyst,Los Angeles,CA,Midwest,91855,Hardware,837404,828848
6604943,7/27/1965,10/21/2020,Active,Sales Ops,Financial Analyst,Los Angeles,CA,West,61337,Hardware,173783,68261
6606435,5/22/1994,11/4/2025,Active,Marketing,Sales Representative,Denver,CO,Midwest,69010,Professional Services,899141,852459
6610117,11/30/1980,6/16/2019,OnLeave,Sales Ops,Account Executive,Boston,MA,Northeast,101057,Support Plans,231639,210913
6610709,7/9/1976,3/13/2019,Active,Sales Ops,Sales Manager,Seattle,WA,South,157569,SaaS,694764,845361
6623132,4/25/1963,3/29/2025,Active,Customer Success,Senior Account Executive,New York,NY,West,130937,Hardware,250647,375147
6634382,12/1/1963,7/25/2021,Terminated,Customer Success,Sales Representative,Phoenix,AZ,Midwest,99756,Hardware,936712,1006443
6639463,10/18/1986,8/29/2023,Active,Operations,Marketing Specialist,Dallas,TX,Northeast,83103,Subscriptions,273643,307853
6641942,7/8/1989,11/17/2017,OnLeave,HR,Financial Analyst,Philadelphia,PA,South,72631,Support Plans,567803,313559
6645467,6/21/1991,7/22/2020,Active,Customer Success,IT Support Specialist,Atlanta,GA,South,72583,Hardware,1144659,1252618
6646386,11/27/1977,3/23/2024,Active,Operations,Marketing Specialist,Philadelphia,PA,Midwest,76982,Support Plans,199117,96419
6648027,2/4/2008,2/18/2019,Active,Finance,Account Executive,Phoenix,AZ,Northeast,103789,Support Plans,734931,800833
6663226,5/14/1976,11/12/2023,Active,Marketing,Customer Success Manager,Miami,FL,South,145763,SaaS,863047,250261
6667754,4/25/1992,2/21/2024,Active,Operations,Operations Coordinator,Miami,FL,West,94589,Hardware,911512,1056204
6671701,2/10/1973,8/8/2023,Terminated,IT,HR Generalist,Chicago,IL,West,64104,Professional Services,1021861,897140
6674313,2/19/1986,11/26/2016,Active,Sales,IT Support Specialist,Boston,MA,West,86924,Professional Services,854522,1045221
6677785,1/8/1962,6/25/2024,OnLeave,HR,HR Generalist,Miami,FL,Northeast,57595,Professional Services,1152653,1731188
6679230,7/14/1969,10/29/2019,Active,Marketing,Customer Success Manager,Seattle,WA,South,79081,Professional Services,250169,78424
6680942,7/6/2005,3/18/2020,Active,Marketing,Marketing Specialist,Philadelphia,PA,Midwest,62743,Professional Services,636209,984083
6721790,11/5/2003,3/29/2024,Active,Marketing,Sales Operations Analyst,Miami,FL,Midwest,126190,Support Plans,789534,979553
6742024,3/14/1987,12/17/2024,Active,Customer Success,Financial Analyst,San Antonio,TX,South,56640,Subscriptions,1192027,298165
6745824,10/2/1963,6/6/2019,Active,Customer Success,Sales Operations Analyst,Seattle,WA,Midwest,77307,Professional Services,848102,323266
6773323,10/18/1993,1/20/2016,Active,Marketing,Sales Representative,Philadelphia,PA,Northeast,97830,Hardware,297690,358357
6797008,7/4/1974,4/1/2023,Active,Finance,Account Executive,New York,NY,South,95502,Professional Services,885024,792160
6810867,11/10/1988,12/21/2024,Terminated,Sales,Marketing Specialist,Atlanta,GA,Midwest,58841,Professional Services,622958,507678
6815422,11/6/1976,11/18/2017,Active,Marketing,Sales Operations Analyst,Seattle,WA,West,108231,SaaS,842264,672341
6818459,1/10/2008,1/9/2024,Active,HR,Financial Analyst,Dallas,TX,South,86208,Support Plans,1048673,940349
6823442,11/2/2005,7/8/2023,Active,HR,HR Generalist,Houston,TX,West,87749,Professional Services,798876,173585
6828282,5/5/1993,6/1/2022,Active,Marketing,Account Executive,San Antonio,TX,West,105892,SaaS,393190,396397
6834512,1/28/1976,1/14/2026,Active,IT,Sales Representative,San Jose,CA,Northeast,61910,Hardware,448731,496621
6835736,3/31/1976,5/30/2022,Active,Customer Success,HR Generalist,Chicago,IL,Northeast,66043,SaaS,502283,279809
6869294,9/6/1962,2/12/2023,OnLeave,Sales Ops,Customer Success Manager,Chicago,IL,Northeast,120736,Hardware,1072599,252841
6870211,4/27/1969,3/13/2021,Active,Sales Ops,Sales Manager,Denver,CO,Northeast,179807,Support Plans,434857,240110
6874820,8/10/1984,3/12/2019,Active,Operations,Sales Representative,New York,NY,Midwest,105057,Subscriptions,1096562,1381055
6876142,12/25/2001,7/15/2019,Active,Sales,Senior Account Executive,San Jose,CA,Midwest,141865,Hardware,945445,319255
6892664,8/13/2006,3/22/2025,Active,Marketing,Account Executive,Miami,FL,Northeast,94956,Hardware,266542,145068
6893353,3/23/1984,12/27/2020,Terminated,Sales Ops,Account Executive,Philadelphia,PA,West,55527,SaaS,575538,144800
6896331,12/3/1995,4/21/2016,Active,Sales Ops,Marketing Specialist,Atlanta,GA,South,65415,Subscriptions,368167,523838
6901010,12/31/1980,10/6/2019,Active,HR,Sales Manager,Philadelphia,PA,South,155572,Subscriptions,677570,268682
6904624,5/23/1977,1/17/2019,Active,Sales,Marketing Specialist,Seattle,WA,South,47635,Professional Services,1046883,1174702
6908752,9/19/1963,4/1/2024,Active,Finance,Account Executive,Los Angeles,CA,Midwest,86761,SaaS,590764,265035
6912766,4/11/1975,3/1/2020,Active,Sales,Operations Coordinator,Philadelphia,PA,Northeast,83376,Professional Services,359924,365931
6916470,6/7/1995,10/6/2017,Active,Sales,Sales Operations Analyst,New York,NY,Northeast,81097,Hardware,965552,1477477
6927357,12/4/1968,12/18/2016,OnLeave,Customer Success,Senior Account Executive,Dallas,TX,Midwest,143904,Hardware,905740,1431709
6931425,2/20/2000,6/22/2022,Active,IT,HR Generalist,Atlanta,GA,West,60532,Support Plans,753743,725114
6932343,9/18/1980,4/25/2018,Active,Customer Success,Sales Manager,Miami,FL,South,148919,Subscriptions,771885,473767
6944456,8/29/1999,11/10/2019,Active,Operations,Sales Operations Analyst,Chicago,IL,West,68659,SaaS,917312,804686
6952372,4/14/1998,10/10/2023,Active,Marketing,Marketing Specialist,Boston,MA,Midwest,78497,Hardware,518409,746926
6955905,9/18/1999,7/9/2016,Active,Finance,Operations Coordinator,Denver,CO,Midwest,67301,Professional Services,371561,176478
6958799,12/7/1987,3/23/2020,Active,Sales,HR Generalist,Philadelphia,PA,Northeast,83314,Professional Services,753204,912724
6976126,8/7/1992,1/28/2021,Active,Sales,Operations Coordinator,Denver,CO,West,60213,SaaS,792027,233562
6986134,9/26/1998,11/25/2021,Terminated,IT,Operations Coordinator,New York,NY,Midwest,58044,Subscriptions,371534,428387
6986219,9/24/2001,11/30/2024,Active,Marketing,Senior Account Executive,Chicago,IL,South,155528,Support Plans,578819,845925
7010285,3/7/1973,9/4/2025,Active,Customer Success,Sales Operations Analyst,San Jose,CA,South,77660,Subscriptions,645438,202782
7033114,2/11/2005,1/19/2017,OnLeave,Customer Success,Operations Coordinator,Seattle,WA,South,71271,Hardware,555840,641107
7054982,5/23/2000,4/28/2019,Active,IT,Senior Account Executive,Boston,MA,Midwest,147826,Professional Services,284677,295077
7070848,5/2/1994,4/9/2025,OnLeave,Sales,Sales Manager,Boston,MA,Northeast,120706,Support Plans,822031,641390
7075959,10/3/1988,11/18/2024,Active,Marketing,Sales Representative,Denver,CO,South,85605,SaaS,986695,1127209
7079121,4/4/1997,7/7/2020,OnLeave,Marketing,Account Executive,Boston,MA,South,97563,Hardware,856097,1274218
7080115,7/14/2004,2/28/2024,Active,Operations,Customer Success Manager,Boston,MA,Northeast,105447,Hardware,320869,118803
7096189,11/20/1973,1/3/2023,Terminated,HR,Customer Success Manager,Phoenix,AZ,West,90413,Support Plans,439798,157632
7097938,8/6/2007,3/6/2024,Active,IT,Marketing Specialist,Dallas,TX,South,49629,SaaS,755665,271934
7122407,2/4/1967,11/29/2020,Active,IT,HR Generalist,San Diego,CA,Midwest,50729,Professional Services,1001749,1526854
7127465,11/7/1967,11/22/2017,Terminated,HR,Financial Analyst,San Jose,CA,Midwest,83800,Support Plans,225619,275161
7141939,3/10/2000,3/3/2017,OnLeave,Finance,HR Generalist,Philadelphia,PA,West,78645,SaaS,384929,173932
7142529,9/7/2000,11/12/2017,Active,Sales Ops,Account Executive,Phoenix,AZ,South,94420,Subscriptions,400166,267684
